"","gene","gene_id","description","class","seq_type","chromosome","start_position","stop_position","feature_length","product_length","strand","locus_tag","note","genomic_accession","product_accession"
"209","LOC110256640",110256640,NA,"lncRNA","chromosome","1",27702636,27711969,9334,NA,1,NA,NA,"NC_010443.5",NA
"210","LOC106506526",106506526,NA,"lncRNA","chromosome","1",27778853,27872060,93208,NA,-1,NA,NA,"NC_010443.5",NA
"211","BCLAF1",100462726,"BCL2 associated transcription factor 1","protein_coding","chromosome","1",27872167,27902980,30814,NA,1,NA,NA,"NC_010443.5",NA
"212","MTFR2",100157026,"mitochondrial fission regulator 2","protein_coding","chromosome","1",27906162,27998861,92700,NA,1,NA,NA,"NC_010443.5",NA
"213","PDE7B",100037969,NA,"protein_coding","chromosome","1",27958261,28425754,467494,NA,-1,NA,NA,"NC_010443.5",NA
"214","LOC106504354",106504354,NA,"lncRNA","chromosome","1",28228367,28235195,6829,NA,1,NA,NA,"NC_010443.5",NA
"215","AHI1",100514806,NA,"protein_coding","chromosome","1",28566279,28760471,194193,NA,1,NA,NA,"NC_010443.5",NA
"216","LOC110260025",110260025,NA,"lncRNA","chromosome","1",28672077,28682325,10249,NA,1,NA,NA,"NC_010443.5",NA
"217","MYB",100152439,NA,"protein_coding","chromosome","1",28819500,28856222,36723,NA,-1,NA,NA,"NC_010443.5",NA
"218","HBS1L",100158211,NA,"protein_coding","chromosome","1",28968778,29052427,83650,NA,1,NA,NA,"NC_010443.5",NA
"219","ALDH8A1",100738255,NA,"protein_coding","chromosome","1",29060682,29083815,23134,NA,1,NA,NA,"NC_010443.5",NA
"220","LOC110260031",110260031,NA,"lncRNA","chromosome","1",29262185,29284004,21820,NA,1,NA,NA,"NC_010443.5",NA
"221","LOC110260032",110260032,NA,"lncRNA","chromosome","1",29373516,29381335,7820,NA,-1,NA,NA,"NC_010443.5",NA
"222","SGK1",100625739,"serum/glucocorticoid regulated kinase 1","protein_coding","chromosome","1",29625786,29753619,127834,NA,1,NA,NA,"NC_010443.5",NA
"223","SLC2A12",100517381,NA,"protein_coding","chromosome","1",29835964,29901996,66033,NA,1,NA,NA,"NC_010443.5",NA
"224","TBPL1",100517563,NA,"protein_coding","chromosome","1",29899956,29936773,36818,NA,-1,NA,NA,"NC_010443.5",NA
"225","TCF21",100152962,NA,"protein_coding","chromosome","1",29975280,29978273,2994,NA,-1,NA,NA,"NC_010443.5",NA
"226","EYA4",100157256,NA,"protein_coding","chromosome","1",30260784,30575593,314810,NA,-1,NA,NA,"NC_010443.5",NA
"227","LOC106507477",106507477,NA,"lncRNA","chromosome","1",30630967,30633987,3021,NA,-1,NA,NA,"NC_010443.5",NA
"228","LOC102166614",102166614,NA,"lncRNA","chromosome","1",30829640,30835487,5848,NA,-1,NA,NA,"NC_010443.5",NA
"229","RPS12",397650,"ribosomal protein S12","protein_coding","chromosome","1",30920804,30923392,2589,NA,-1,NA,NA,"NC_010443.5",NA
"230","SLC18B1",100155211,NA,"protein_coding","chromosome","1",30923716,30956898,33183,NA,1,NA,NA,"NC_010443.5",NA
"231","VNN2",100153984,NA,"protein_coding","chromosome","1",30961520,30970945,9426,NA,1,NA,NA,"NC_010443.5",NA
"232","VNN3",100152784,NA,"protein_coding","chromosome","1",30981596,30993259,11664,NA,1,NA,NA,"NC_010443.5",NA
"233","VNN1",397246,"vanin 1","protein_coding","chromosome","1",31003338,31023731,20394,NA,1,NA,NA,"NC_010443.5",NA
"234","TAAR1",100157645,NA,"protein_coding","chromosome","1",31037826,31050816,12991,NA,1,NA,NA,"NC_010443.5",NA
"235","STX7",100153196,NA,"protein_coding","chromosome","1",31184905,31237052,52148,NA,1,NA,NA,"NC_010443.5",NA
"236","LOC110260060",110260060,NA,"lncRNA","chromosome","1",31211012,31218212,7201,NA,1,NA,NA,"NC_010443.5",NA
"237","MOXD1",100151998,NA,"protein_coding","chromosome","1",31282491,31367589,85099,NA,1,NA,NA,"NC_010443.5",NA
"238","CTGF",100152141,"connective tissue growth factor","protein_coding","chromosome","1",31674398,31677697,3300,NA,1,NA,NA,"NC_010443.5",NA
"239","ENPP1",100037271,NA,"protein_coding","chromosome","1",31724290,31796594,72305,NA,-1,NA,NA,"NC_010443.5",NA
"240","ENPP3",100621671,NA,"protein_coding","chromosome","1",31859180,31932617,73438,NA,-1,NA,NA,"NC_010443.5",NA
"241","MED23",100156032,NA,"protein_coding","chromosome","1",31959934,32001591,41658,NA,1,NA,NA,"NC_010443.5",NA
"242","ARG1",397115,"arginase 1","protein_coding","chromosome","1",32006035,32028983,22949,NA,-1,NA,NA,"NC_010443.5",NA
"243","LOC106508846",106508846,NA,"lncRNA","chromosome","1",32036259,32072648,36390,NA,-1,NA,NA,"NC_010443.5",NA
"244","AKAP7",100523651,NA,"protein_coding","chromosome","1",32221061,32362153,141093,NA,-1,NA,NA,"NC_010443.5",NA
"245","LOC106508847",106508847,NA,"lncRNA","chromosome","1",32254408,32260141,5734,NA,1,NA,NA,"NC_010443.5",NA
"246","EPB41L2",100524836,NA,"protein_coding","chromosome","1",32418210,32630643,212434,NA,1,NA,NA,"NC_010443.5",NA
"247","SMLR1",100525016,NA,"protein_coding","chromosome","1",32638169,32708198,70030,NA,-1,NA,NA,"NC_010443.5",NA
"248","TMEM200A",100157644,NA,"protein_coding","chromosome","1",32958781,33033107,74327,NA,-1,NA,NA,"NC_010443.5",NA
"249","SAMD3",100524004,NA,"protein_coding","chromosome","1",33148188,33195582,47395,NA,1,NA,NA,"NC_010443.5",NA
"250","L3MBTL3",100524352,NA,"protein_coding","chromosome","1",33198295,33319477,121183,NA,-1,NA,NA,"NC_010443.5",NA
"251","TMEM244",100524655,NA,"protein_coding","chromosome","1",33470002,33509132,39131,NA,1,NA,NA,"NC_010443.5",NA
"252","ARHGAP18",100525547,NA,"protein_coding","chromosome","1",33527734,33717980,190247,NA,1,NA,NA,"NC_010443.5",NA
"253","LOC106508849",106508849,NA,"lncRNA","chromosome","1",33567430,33586865,19436,NA,-1,NA,NA,"NC_010443.5",NA
"254","LAMA2",100154420,NA,"protein_coding","chromosome","1",33765412,34359741,594330,NA,-1,NA,NA,"NC_010443.5",NA
"255","LOC110260185",110260185,NA,"lncRNA","chromosome","1",34621686,34644638,22953,NA,-1,NA,NA,"NC_010443.5",NA
"256","PTPRK",100153609,NA,"protein_coding","chromosome","1",34693363,35258699,565337,NA,1,NA,NA,"NC_010443.5",NA
"257","LOC110256645",110256645,NA,"lncRNA","chromosome","1",35043658,35043953,296,NA,-1,NA,NA,"NC_010443.5",NA
"258","THEMIS",100737188,NA,"protein_coding","chromosome","1",35333210,35530710,197501,NA,1,NA,NA,"NC_010443.5",NA
"259","LOC100512146",100512146,NA,"protein_coding","chromosome","1",35628905,35647252,18348,NA,-1,NA,NA,"NC_010443.5",NA
"260","SOGA3",100512321,NA,"protein_coding","chromosome","1",35693886,35776754,82869,NA,1,NA,NA,"NC_010443.5",NA
"261","KIAA0408",110255188,NA,"protein_coding","chromosome","1",35742560,35783465,40906,NA,1,NA,NA,"NC_010443.5",NA
"262","ECHDC1",100512509,NA,"protein_coding","chromosome","1",35852939,35909314,56376,NA,1,NA,NA,"NC_010443.5",NA
"263","RNF146",100512692,NA,"protein_coding","chromosome","1",35909789,35927265,17477,NA,-1,NA,NA,"NC_010443.5",NA
"264","RSPO3",100155208,"R-spondin-3","protein_coding","chromosome","1",35985985,36066432,80448,NA,-1,NA,NA,"NC_010443.5",NA
"265","LOC110260187",110260187,NA,"lncRNA","chromosome","1",36075163,36096469,21307,NA,1,NA,NA,"NC_010443.5",NA
"266","CENPW",100513385,NA,"protein_coding","chromosome","1",36405693,36695989,290297,NA,-1,NA,NA,"NC_010443.5",NA
"267","LOC106508854",106508854,NA,"lncRNA","chromosome","1",36695954,36725536,29583,NA,1,NA,NA,"NC_010443.5",NA
"268","TRMT11",100152782,NA,"protein_coding","chromosome","1",36930857,37002079,71223,NA,-1,NA,NA,"NC_010443.5",NA
"269","HINT3",100158022,NA,"protein_coding","chromosome","1",37008063,37024203,16141,NA,-1,NA,NA,"NC_010443.5",NA
"270","NCOA7",100157226,NA,"protein_coding","chromosome","1",37043803,37194713,150911,NA,-1,NA,NA,"NC_010443.5",NA
"271","LOC110260188",110260188,NA,"lncRNA","chromosome","1",37199436,37203560,4125,NA,-1,NA,NA,"NC_010443.5",NA
"272","HEY2",100152404,"hes related family bHLH transcription factor with YRPW motif 2","protein_coding","chromosome","1",37219887,37231321,11435,NA,-1,NA,NA,"NC_010443.5",NA
"273","LOC110260189",110260189,NA,"lncRNA","chromosome","1",37231665,37482731,251067,NA,1,NA,NA,"NC_010443.5",NA
"274","HDDC2",100514692,NA,"protein_coding","chromosome","1",37640628,37660751,20124,NA,1,NA,NA,"NC_010443.5",NA
"275","TPD52L1",100515246,NA,"protein_coding","chromosome","1",37667476,37761670,94195,NA,-1,NA,NA,"NC_010443.5",NA
"276","RNF217",100738102,NA,"protein_coding","chromosome","1",37784359,37912122,127764,NA,-1,NA,NA,"NC_010443.5",NA
"277","NKAIN2",100624679,NA,"protein_coding","chromosome","1",38014252,39040215,1025964,NA,-1,NA,NA,"NC_010443.5",NA
"278","LOC106508857",106508857,NA,"lncRNA","chromosome","1",38967784,38983252,15469,NA,-1,NA,NA,"NC_010443.5",NA
"279","TRDN",102166405,NA,"protein_coding","chromosome","1",39180544,39567245,386702,NA,1,NA,NA,"NC_010443.5",NA
"280","LOC102166321",102166321,NA,"lncRNA","chromosome","1",39187430,39199128,11699,NA,1,NA,NA,"NC_010443.5",NA
"281","CLVS2",100155458,NA,"protein_coding","chromosome","1",39680741,39755398,74658,NA,-1,NA,NA,"NC_010443.5",NA
"282","SMPDL3A",100153442,NA,"protein_coding","chromosome","1",39848641,39869184,20544,NA,-1,NA,NA,"NC_010443.5",NA
"283","FABP7",574075,"fatty acid binding protein 7","protein_coding","chromosome","1",39872198,39876272,4075,NA,-1,NA,NA,"NC_010443.5",NA
"284","PKIB",100517015,NA,"protein_coding","chromosome","1",39913753,40022971,109219,NA,-1,NA,NA,"NC_010443.5",NA
"285","LOC102157594",102157594,NA,"lncRNA","chromosome","1",40022800,40089690,66891,NA,1,NA,NA,"NC_010443.5",NA
"286","SERINC1",102158514,NA,"protein_coding","chromosome","1",40099323,40141552,42230,NA,1,NA,NA,"NC_010443.5",NA
"287","HSF2",100154234,NA,"protein_coding","chromosome","1",40147267,40180308,33042,NA,-1,NA,NA,"NC_010443.5",NA
"288","LOC110260218",110260218,NA,"lncRNA","chromosome","1",40624297,40639358,15062,NA,1,NA,NA,"NC_010443.5",NA
"289","LOC102158650",102158650,NA,"lncRNA","chromosome","1",40659251,40685914,26664,NA,1,NA,NA,"NC_010443.5",NA
"290","GJA1",100518636,"gap junction protein alpha 1","protein_coding","chromosome","1",40988818,41002129,13312,NA,-1,NA,NA,"NC_010443.5",NA
"291","TBC1D32",100156680,NA,"protein_coding","chromosome","1",41057782,41265416,207635,NA,1,NA,NA,"NC_010443.5",NA
"292","LOC106507559",106507559,NA,"lncRNA","chromosome","1",41480764,41775481,294718,NA,1,NA,NA,"NC_010443.5",NA
"293","MAN1A1",396919,"mannosidase alpha class 1A member 1","protein_coding","chromosome","1",42729722,42896290,166569,NA,1,NA,NA,"NC_010443.5",NA
"294","FAM184A",100626155,NA,"protein_coding","chromosome","1",43003765,43113643,109879,NA,1,NA,NA,"NC_010443.5",NA
"295","MCM9",100519693,NA,"protein_coding","chromosome","1",43171906,43268533,96628,NA,1,NA,NA,"NC_010443.5",NA
"296","ASF1A",100519343,NA,"protein_coding","chromosome","1",43200339,43215019,14681,NA,-1,NA,NA,"NC_010443.5",NA
"297","LOC110260244",110260244,NA,"lncRNA","chromosome","1",43305444,43325766,20323,NA,1,NA,NA,"NC_010443.5",NA
"298","LOC110260246",110260246,NA,"lncRNA","chromosome","1",43339517,43391526,52010,NA,1,NA,NA,"NC_010443.5",NA
"299","CEP85L",100522409,NA,"protein_coding","chromosome","1",43392630,43564835,172206,NA,1,NA,NA,"NC_010443.5",NA
"300","PLN",397421,"phospholamban","protein_coding","chromosome","1",43449354,43458925,9572,NA,-1,NA,NA,"NC_010443.5",NA
"301","SLC35F1",100522582,NA,"protein_coding","chromosome","1",43653453,44057851,404399,NA,-1,NA,NA,"NC_010443.5",NA
"302","LOC110260250",110260250,NA,"lncRNA","chromosome","1",44146633,44153664,7032,NA,-1,NA,NA,"NC_010443.5",NA
"303","NUS1",100154658,NA,"protein_coding","chromosome","1",44156771,44186224,29454,NA,-1,NA,NA,"NC_010443.5",NA
"304","LOC100520342",100520342,NA,"protein_coding","chromosome","1",44204855,44230097,25243,NA,-1,NA,NA,"NC_010443.5",NA
"305","GOPC",100520524,NA,"protein_coding","chromosome","1",44239364,44285886,46523,NA,1,NA,NA,"NC_010443.5",NA
"306","DCBLD1",100156679,NA,"protein_coding","chromosome","1",44301108,44373712,72605,NA,-1,NA,NA,"NC_010443.5",NA
"307","ROS1",100156931,NA,"protein_coding","chromosome","1",44409877,44535784,125908,NA,1,NA,NA,"NC_010443.5",NA
"308","LOC110260270",110260270,NA,"lncRNA","chromosome","1",44514901,44549124,34224,NA,-1,NA,NA,"NC_010443.5",NA
"309","VGLL2",100739384,NA,"protein_coding","chromosome","1",44549407,44557793,8387,NA,-1,NA,NA,"NC_010443.5",NA
"310","RFX6",102161990,NA,"protein_coding","chromosome","1",44765451,44826884,61434,NA,-1,NA,NA,"NC_010443.5",NA
"311","LOC110260274",110260274,NA,"lncRNA","chromosome","1",44844374,44889583,45210,NA,-1,NA,NA,"NC_010443.5",NA
"312","GPRC6A",100152099,NA,"protein_coding","chromosome","1",44852731,44875518,22788,NA,1,NA,NA,"NC_010443.5",NA
"313","FAM162B",100152527,NA,"protein_coding","chromosome","1",44889582,44897184,7603,NA,1,NA,NA,"NC_010443.5",NA
"314","LOC100523874",100523874,NA,"transcribed_pseudogene","chromosome","1",44898870,44899598,729,NA,1,NA,"pseudo","NC_010443.5",NA
"315","KPNA5",397220,NA,"protein_coding","chromosome","1",44900495,44941219,40725,NA,-1,NA,NA,"NC_010443.5",NA
"316","ZUFSP",100156556,"zinc finger with UFM1 specific peptidase domain","protein_coding","chromosome","1",44939914,45013764,73851,NA,1,NA,NA,"NC_010443.5",NA
"317","RSPH4A",100524228,NA,"protein_coding","chromosome","1",44964433,45004925,40493,NA,-1,NA,NA,"NC_010443.5",NA
"318","LOC102160776",102160776,NA,"lncRNA","chromosome","1",45063293,45084132,20840,NA,-1,NA,NA,"NC_010443.5",NA
"319","LOC106508867",106508867,NA,"lncRNA","chromosome","1",45092968,45104543,11576,NA,1,NA,NA,"NC_010443.5",NA
"320","LOC102161201",102161201,NA,"lncRNA","chromosome","1",45106872,45128389,21518,NA,-1,NA,NA,"NC_010443.5",NA
"321","PTP4A1",100522049,NA,"protein_coding","chromosome","1",45169913,45180293,10381,NA,1,NA,NA,"NC_010443.5",NA
"322","PHF3",110260283,NA,"protein_coding","chromosome","1",45219390,45295074,75685,NA,1,NA,NA,"NC_010443.5",NA
"323","EYS",102158510,NA,"protein_coding","chromosome","1",45306446,46649722,1343277,NA,-1,NA,NA,"NC_010443.5",NA
"324","LOC106508869",106508869,NA,"lncRNA","chromosome","1",48524563,48531448,6886,NA,1,NA,NA,"NC_010443.5",NA
"325","LOC110259411",110259411,NA,"protein_coding","chromosome","1",48883583,48886133,2551,NA,1,NA,NA,"NC_010443.5",NA
"326","LOC110256955",110256955,NA,"lncRNA","chromosome","1",49687796,49722112,34317,NA,-1,NA,NA,"NC_010443.5",NA
"327","LMBRD1",100153685,NA,"protein_coding","chromosome","1",49869184,49977984,108801,NA,-1,NA,NA,"NC_010443.5",NA
"328","LOC110260294",110260294,NA,"lncRNA","chromosome","1",49997309,50049598,52290,NA,-1,NA,NA,"NC_010443.5",NA
"329","COL19A1",100512751,NA,"protein_coding","chromosome","1",50044394,50402256,357863,NA,1,NA,NA,"NC_010443.5",NA
"330","COL9A1",100155319,NA,"protein_coding","chromosome","1",50403355,50498356,95002,NA,-1,NA,NA,"NC_010443.5",NA
"331","FAM135A",100513127,NA,"protein_coding","chromosome","1",50579709,50716185,136477,NA,1,NA,NA,"NC_010443.5",NA
"332","SMAP1",100513326,NA,"protein_coding","chromosome","1",50721573,50942193,220621,NA,1,NA,NA,"NC_010443.5",NA
"333","B3GAT2",100526195,NA,"protein_coding","chromosome","1",50941967,51041586,99620,NA,-1,NA,NA,"NC_010443.5",NA
"334","OGFRL1",100153138,NA,"protein_coding","chromosome","1",51312988,51332331,19344,NA,1,NA,NA,"NC_010443.5",NA
"335","LOC102157778",102157778,NA,"protein_coding","chromosome","1",51369470,51429036,59567,NA,-1,NA,NA,"NC_010443.5",NA
"336","MIR30C-2",100316601,"microRNA 30c-2","miRNA","chromosome","1",51383782,51383861,80,NA,-1,NA,NA,"NC_010443.5",NA
"337","MIR30A",100316587,"microRNA 30a","miRNA","chromosome","1",51412827,51412933,107,NA,-1,NA,NA,"NC_010443.5",NA
"338","RIMS1",100157596,NA,"protein_coding","chromosome","1",51785140,52246456,461317,NA,1,NA,NA,"NC_010443.5",NA
"339","LOC106508874",106508874,NA,"lncRNA","chromosome","1",52233237,52313581,80345,NA,-1,NA,NA,"NC_010443.5",NA
"340","KCNQ5",100154391,NA,"protein_coding","chromosome","1",52435332,52939705,504374,NA,1,NA,NA,"NC_010443.5",NA
"341","LOC100511846",100511846,NA,"protein_coding","chromosome","1",52944189,52967472,23284,NA,-1,NA,NA,"NC_010443.5",NA
"342","DPPA5",100301558,"developmental pluripotency associated 5","protein_coding","chromosome","1",52986462,52987596,1135,NA,-1,NA,NA,"NC_010443.5",NA
"343","KHDC3L",100738024,NA,"protein_coding","chromosome","1",52996706,52999074,2369,NA,1,NA,NA,"NC_010443.5",NA
"344","DDX43",100155174,NA,"protein_coding","chromosome","1",53021166,53040169,19004,NA,1,NA,NA,"NC_010443.5",NA
"345","LOC100622980",100622980,NA,"protein_coding","chromosome","1",53092006,53191216,99211,NA,1,NA,NA,"NC_010443.5",NA
"346","MRAP2",100515980,NA,"protein_coding","chromosome","1",53248311,53318111,69801,NA,1,NA,NA,"NC_010443.5",NA
"347","CEP162",100516163,NA,"protein_coding","chromosome","1",53332428,53442464,110037,NA,-1,NA,NA,"NC_010443.5",NA
"348","TBX18",100152747,NA,"protein_coding","chromosome","1",53836939,53867460,30522,NA,-1,NA,NA,"NC_010443.5",NA
"349","LOC102157437",102157437,NA,"lncRNA","chromosome","1",54015929,54400999,385071,NA,-1,NA,NA,"NC_010443.5",NA
"350","NT5E",100157995,NA,"protein_coding","chromosome","1",54400786,54450743,49958,NA,1,NA,NA,"NC_010443.5",NA
"351","SNX14",100156800,NA,"protein_coding","chromosome","1",54460645,54547204,86560,NA,-1,NA,NA,"NC_010443.5",NA
"352","SYNCRIP",100154370,NA,"protein_coding","chromosome","1",54563112,54598408,35297,NA,-1,NA,NA,"NC_010443.5",NA
"353","HTR1E",102160737,NA,"protein_coding","chromosome","1",55407853,55498273,90421,NA,1,NA,NA,"NC_010443.5",NA
"354","LOC100151959",100151959,NA,"protein_coding","chromosome","1",55490715,55491588,874,NA,1,NA,NA,"NC_010443.5",NA
"355","CGA",406869,"glycoprotein hormones, alpha polypeptide","protein_coding","chromosome","1",55552675,55569057,16383,NA,-1,NA,NA,"NC_010443.5",NA
"356","ZNF292",100517252,NA,"protein_coding","chromosome","1",55615250,55713103,97854,NA,1,NA,NA,"NC_010443.5",NA
"357","GJB7",100156827,NA,"protein_coding","chromosome","1",55729842,55741209,11368,NA,-1,NA,NA,"NC_010443.5",NA
"358","SMIM8",100154764,"small integral membrane protein 8","protein_coding","chromosome","1",55753912,55763969,10058,NA,1,NA,NA,"NC_010443.5",NA
"359","C1H6orf163",100517621,NA,"protein_coding","chromosome","1",55765627,55788627,23001,NA,1,NA,NA,"NC_010443.5",NA
"360","CFAP206",100517793,NA,"protein_coding","chromosome","1",55821511,55854203,32693,NA,1,NA,NA,"NC_010443.5",NA
"361","SLC35A1",100517983,NA,"protein_coding","chromosome","1",55859619,55895785,36167,NA,1,NA,NA,"NC_010443.5",NA
"362","RARS2",100518457,NA,"protein_coding","chromosome","1",55906508,55982094,75587,NA,-1,NA,NA,"NC_010443.5",NA
"363","ORC3",100519878,NA,"protein_coding","chromosome","1",55982132,56044244,62113,NA,1,NA,NA,"NC_010443.5",NA
"364","AKIRIN2",100519991,"akirin 2","protein_coding","chromosome","1",56047188,56075342,28155,NA,-1,NA,NA,"NC_010443.5",NA
"365","SPACA1",100156797,"sperm acrosome associated 1","protein_coding","chromosome","1",56378300,56395497,17198,NA,1,NA,NA,"NC_010443.5",NA
"366","CNR1",100520160,NA,"protein_coding","chromosome","1",56466022,56493275,27254,NA,-1,NA,NA,"NC_010443.5",NA
"367","LOC100739087",100739087,NA,"protein_coding","chromosome","1",56689050,56689768,719,NA,1,NA,NA,"NC_010443.5",NA
"368","RNGTT",100520874,NA,"protein_coding","chromosome","1",56852864,57061985,209122,NA,-1,NA,NA,"NC_010443.5",NA
"369","LOC110260329",110260329,NA,"lncRNA","chromosome","1",57073420,57078301,4882,NA,1,NA,NA,"NC_010443.5",NA
"370","PNRC1",106508885,NA,"protein_coding","chromosome","1",57128100,57132071,3972,NA,1,NA,NA,"NC_010443.5",NA
"371","SRSF12",100152352,"serine and arginine rich splicing factor 12","protein_coding","chromosome","1",57145078,57166138,21061,NA,-1,NA,NA,"NC_010443.5",NA
"372","PM20D2",100157591,NA,"protein_coding","chromosome","1",57188019,57219243,31225,NA,1,NA,NA,"NC_010443.5",NA
"373","GABRR1",100153555,NA,"protein_coding","chromosome","1",57222027,57285918,63892,NA,-1,NA,NA,"NC_010443.5",NA
"374","GABRR2",100522289,NA,"protein_coding","chromosome","1",57287265,57332342,45078,NA,-1,NA,NA,"NC_010443.5",NA
"375","UBE2J1",768104,"ubiquitin conjugating enzyme E2 J1","protein_coding","chromosome","1",57340622,57364263,23642,NA,-1,NA,NA,"NC_010443.5",NA
"376","RRAGD",100156654,"Ras-related GTP binding D","protein_coding","chromosome","1",57374047,57424058,50012,NA,-1,NA,NA,"NC_010443.5",NA
"377","ANKRD6",102167335,NA,"protein_coding","chromosome","1",57437947,57648262,210316,NA,1,NA,NA,"NC_010443.5",NA
"378","LYRM2",100523036,NA,"protein_coding","chromosome","1",57651682,57654895,3214,NA,-1,NA,NA,"NC_010443.5",NA
"379","MDN1",100525725,NA,"protein_coding","chromosome","1",57660222,57826362,166141,NA,-1,NA,NA,"NC_010443.5",NA
"380","CASP8AP2",100523759,NA,"protein_coding","chromosome","1",57834251,57864837,30587,NA,1,NA,NA,"NC_010443.5",NA
"381","GJA10",100152611,"gap junction protein alpha 10","protein_coding","chromosome","1",57879740,57881395,1656,NA,1,NA,NA,"NC_010443.5",NA
"382","BACH2",100620522,NA,"protein_coding","chromosome","1",57881203,58281740,400538,NA,-1,NA,NA,"NC_010443.5",NA
