"","MAG","taxonomy","domain","phylum","class","order","family","genus","species","lowest","ani","reference","old_MAG"
"342","MAG342","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp022767075","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Agathobacter","Agathobacter sp022767075","s__Agathobacter sp022767075",98.9,"GCA_022767075.1","TC4_40:bin_000012"
"343","MAG343","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp900546925","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","Cryptobacteroides","Cryptobacteroides sp900546925","s__Cryptobacteroides sp900546925",99.09,"GCA_900546925.1","TC4_40:bin_000014"
"344","MAG344","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-1031;s__CAG-1031 sp000431215","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","CAG-1031","CAG-1031 sp000431215","s__CAG-1031 sp000431215",98.87,"GCA_000431215.1","TC4_40:bin_000015"
"345","MAG345","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-488;s__CAG-488 sp016292785","Bacteria","Bacillota","Clostridia","Oscillospirales","Acutalibacteraceae","CAG-488","CAG-488 sp016292785","s__CAG-488 sp016292785",97.27,"GCA_016292785.1","TC4_40:bin_000017"
"346","MAG346","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Egerieousia;s__Egerieousia sp004561775","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","Egerieousia","Egerieousia sp004561775","s__Egerieousia sp004561775",97.96,"GCA_004561775.1","TC4_40:bin_000027"
"347","MAG347","d__Bacteria;p__Deferribacterota;c__Deferribacteres;o__Deferribacterales;f__Mucispirillaceae;g__Mucispirillum;s__Mucispirillum faecigallinarum","Bacteria","Deferribacterota","Deferribacteres","Deferribacterales","Mucispirillaceae","Mucispirillum","Mucispirillum faecigallinarum","s__Mucispirillum faecigallinarum",96.46,"GCA_019116905.1","TC4_40:bin_000028"
"348","MAG348","d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__MGBC163490","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Coprobacillaceae","MGBC163490",NA,"g__MGBC163490",NA,NA,"TC4_40:bin_000035"
"349","MAG349","d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio",NA,"g__Desulfovibrio",NA,NA,"TC4_40:bin_000052"
"350","MAG350","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Acetatifactor",NA,"g__Acetatifactor (2)",NA,NA,"TC4_40:bin_000060"
"351","MAG351","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900552675","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Prevotella","Prevotella sp900552675","s__Prevotella sp900552675",95.87,"GCA_900552675.1","TC4_40:bin_000068"
"352","MAG352","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Pasteurellaceae;g__Basfia_A;s__Basfia_A porcinus","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Pasteurellaceae","Basfia","Basfia_A porcinus","s__Basfia_A porcinus",97.23,"GCF_901764995.1","TC4_40:bin_000072"
"353","MAG353","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__PeH17;s__PeH17 sp900542285","Bacteria","Bacillota","Clostridia","Christensenellales","CAG-138","PeH17","PeH17 sp900542285","s__PeH17 sp900542285",98.21,"GCA_900542285.1","TC4_40:bin_000073"
"354","MAG354","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus_A;s__Butyricicoccus_A sp945872165","Bacteria","Bacillota","Clostridia","Oscillospirales","Butyricicoccaceae","Butyricicoccus","Butyricicoccus_A sp945872165","s__Butyricicoccus_A sp945872165",98.69,"GCA_945872165.1","TC4_40:bin_000076"
"355","MAG355","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3402;s__UBA3402 sp003478355","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","UBA3402","UBA3402 sp003478355","s__UBA3402 sp003478355",97.48,"GCA_003478355.1","TC4_40:bin_000077"
"356","MAG356","d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__Onthovivens;s__Onthovivens sp016302065","Bacteria","Bacillota","Bacilli","RFN20","CAG-826","Onthovivens","Onthovivens sp016302065","s__Onthovivens sp016302065",97.97,"GCA_016302065.1","TC4_40:bin_000079"
"357","MAG357","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Choladocola;s__Choladocola sp003480725","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Choladocola","Choladocola sp003480725","s__Choladocola sp003480725",97.42,"GCA_003480725.1","TC4_40:bin_000084"
"358","MAG358","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia_A;s__Roseburia_A porci","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia","Roseburia_A porci","s__Roseburia_A porci",99.48,"GCF_009695765.1","TC4_40:bin_000085"
"359","MAG359","d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269","Bacteria","Bacillota","Clostridia","TANB77","CAG-508","CAG-269",NA,"g__CAG-269 (8)",NA,NA,"TC4_40:bin_000091"
"360","MAG360","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__CAG-238;s__CAG-238 sp022787405","Bacteria","Bacillota","Clostridia","Peptostreptococcales","Anaerovoracaceae","CAG-238","CAG-238 sp022787405","s__CAG-238 sp022787405",97.95,"GCA_022787405.1","TC4_40:bin_000097"
"361","MAG361","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp900770345","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Enterocloster","Enterocloster sp900770345","s__Enterocloster sp900770345",98.85,"GCA_900770345.1","TC4_40:bin_000099"
"362","MAG362","d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__Onthousia;s__Onthousia sp014846175","Bacteria","Bacillota","Bacilli","RF39","UBA660","Onthousia","Onthousia sp014846175","s__Onthousia sp014846175",97.24,"GCA_014846175.1","TC4_40:bin_000100"
"363","MAG363","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides ovatus","s__Bacteroides ovatus",96.94,"GCF_001314995.1","TC4_40:bin_000105"
"364","MAG364","d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269","Bacteria","Bacillota","Clostridia","TANB77","CAG-508","CAG-269",NA,"g__CAG-269 (9)",NA,NA,"TC4_40:bin_000112"
"365","MAG365","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp022764275","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia_A sp022764275","s__Blautia_A sp022764275",99.06,"GCA_022764275.1","TC4_40:bin_000115"
"366","MAG366","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecivivens","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Faecivivens",NA,"g__Faecivivens",NA,NA,"TC4_40:bin_000120"
"367","MAG367","d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__UMGS1994;s__UMGS1994 sp934149275","Bacteria","Bacillota","Clostridia","TANB77","CAG-508","UMGS1994","UMGS1994 sp934149275","s__UMGS1994 sp934149275",96.45,"GCA_934149275.1","TC4_40:bin_000125"
"368","MAG368","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CALZFJ01","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","CALZFJ01",NA,"g__CALZFJ01 (4)",NA,NA,"TC4_40:bin_000126"
"369","MAG369","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__JALFVM01","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","JALFVM01",NA,"g__JALFVM01 (2)",NA,NA,"TC4_40:bin_000137"
"370","MAG370","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","Cryptobacteroides",NA,"g__Cryptobacteroides",NA,NA,"TC4_40:bin_000138"
"371","MAG371","d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269","Bacteria","Bacillota","Clostridia","TANB77","CAG-508","CAG-269",NA,"g__CAG-269 (10)",NA,NA,"TC4_40:bin_000157"
"372","MAG372","d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp934148985","Bacteria","Bacillota","Clostridia","TANB77","CAG-508","CAG-269","CAG-269 sp934148985","s__CAG-269 sp934148985",96.54,"GCA_934148985.1","TC4_40:bin_000159"
"373","MAG373","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__W0P33-017","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","W0P33-017",NA,"g__W0P33-017 (5)",NA,NA,"TC4_40:bin_000170"
