"","contig","length"
"609","D300038:bin_000008@contig_00000866",26920
"610","D300038:bin_000008@contig_00001036",16485
"611","D300038:bin_000008@contig_00001083",17050
"612","D300038:bin_000008@contig_00001142",1988
"613","D300038:bin_000008@contig_00001344",33352
"614","D300038:bin_000008@contig_00001489",10344
"615","D300038:bin_000008@contig_00001749",23102
"616","D300038:bin_000008@contig_00001879",12106
"617","D300038:bin_000008@contig_00001961",32593
"618","D300038:bin_000008@contig_00001966",20639
"619","D300038:bin_000008@contig_00002202",16333
"620","D300038:bin_000008@contig_00002270",55605
"621","D300038:bin_000008@contig_00002420",7619
"622","D300038:bin_000008@contig_00002508",2247
"623","D300038:bin_000008@contig_00002554",6186
"624","D300038:bin_000008@contig_00002602",13662
"625","D300038:bin_000008@contig_00002905",22401
"626","D300038:bin_000008@contig_00003054",19244
"627","D300038:bin_000008@contig_00003362",91357
"628","D300038:bin_000008@contig_00003387",17319
"629","D300038:bin_000008@contig_00003551",45110
"630","D300038:bin_000008@contig_00003889",16515
"631","D300038:bin_000008@contig_00003982",3066
"632","D300038:bin_000008@contig_00004038",47873
"633","D300038:bin_000008@contig_00004185",70774
"634","D300038:bin_000008@contig_00004209",37799
"635","D300038:bin_000008@contig_00004331",12053
"636","D300038:bin_000008@contig_00004826",4107
"637","D300038:bin_000008@contig_00005160",19962
"638","D300038:bin_000008@contig_00005213",3263
"639","D300038:bin_000008@contig_00005508",7025
"640","D300038:bin_000008@contig_00005527",12658
"641","D300038:bin_000008@contig_00005693",3965
"642","D300038:bin_000008@contig_00005775",35818
"643","D300038:bin_000008@contig_00005811",10990
"644","D300038:bin_000008@contig_00005820",13913
"645","D300038:bin_000008@contig_00005870",15404
"646","D300038:bin_000008@contig_00006803",6300
"647","D300038:bin_000008@contig_00007089",28951
"648","D300038:bin_000008@contig_00007299",30619
"649","D300038:bin_000008@contig_00008499",24193
"650","D300038:bin_000008@contig_00008524",39343
"651","D300038:bin_000008@contig_00008734",5098
"652","D300038:bin_000008@contig_00008975",28455
"653","D300038:bin_000008@contig_00009048",8362
"654","D300038:bin_000008@contig_00009424",16239
"655","D300038:bin_000008@contig_00009679",19567
"656","D300038:bin_000008@contig_00010128",27890
"657","D300038:bin_000008@contig_00010757",23650
"658","D300038:bin_000008@contig_00011310",8458
"659","D300038:bin_000008@contig_00011452",16243
"660","D300038:bin_000008@contig_00011453",4374
"661","D300038:bin_000008@contig_00011507",25069
"662","D300038:bin_000008@contig_00011616",14708
"663","D300038:bin_000008@contig_00011707",25096
"664","D300038:bin_000008@contig_00011835",12082
"665","D300038:bin_000008@contig_00012075",5835
"666","D300038:bin_000008@contig_00012111",42093
"667","D300038:bin_000008@contig_00012187",34529
"668","D300038:bin_000008@contig_00012527",38085
"669","D300038:bin_000008@contig_00013021",10936
"670","D300038:bin_000008@contig_00013261",11009
"671","D300038:bin_000008@contig_00013438",6972
"672","D300038:bin_000008@contig_00013777",12016
"673","D300038:bin_000008@contig_00014034",14055
"674","D300038:bin_000008@contig_00014154",26666
"675","D300038:bin_000008@contig_00014299",111659
"676","D300038:bin_000008@contig_00014663",34004
"677","D300038:bin_000008@contig_00014941",32940
"678","D300038:bin_000008@contig_00015526",43705
"679","D300038:bin_000008@contig_00015907",2772
"680","D300038:bin_000008@contig_00016643",16645
"681","D300038:bin_000008@contig_00016909",17218
"682","D300038:bin_000008@contig_00017030",10655
"683","D300038:bin_000008@contig_00017051",39578
"684","D300038:bin_000008@contig_00017149",4162
"685","D300038:bin_000008@contig_00017195",15052
"686","D300038:bin_000008@contig_00017243",3604
"687","D300038:bin_000008@contig_00017441",4605
"688","D300038:bin_000008@contig_00017529",2107
"689","D300038:bin_000008@contig_00018888",71158
"690","D300038:bin_000008@contig_00019399",23629
"691","D300038:bin_000008@contig_00019402",16156
"692","D300038:bin_000008@contig_00019992",5218
"693","D300038:bin_000008@contig_00020296",3905
"694","D300038:bin_000008@contig_00020378",29231
"695","D300038:bin_000008@contig_00020666",19906
"696","D300038:bin_000008@contig_00022094",21643
"697","D300038:bin_000008@contig_00022340",35489
"698","D300038:bin_000008@contig_00022386",5081
"699","D300038:bin_000008@contig_00023033",11351
"700","D300038:bin_000008@contig_00023061",18562
"701","D300038:bin_000008@contig_00023378",2661
"702","D300038:bin_000008@contig_00024204",19952
"703","D300038:bin_000008@contig_00024637",29783
"704","D300038:bin_000008@contig_00024803",20281
"705","D300038:bin_000008@contig_00024868",7893
"706","D300038:bin_000008@contig_00026161",16463
"707","D300038:bin_000008@contig_00027879",44123
"708","D300038:bin_000008@contig_00027944",18341
"709","D300038:bin_000008@contig_00028613",32901
"710","D300038:bin_000008@contig_00028867",35453
"711","D300038:bin_000008@contig_00029384",15296
"712","D300038:bin_000008@contig_00030042",3581
"713","D300038:bin_000008@contig_00030652",10319
"714","D300038:bin_000008@contig_00030855",26732
"715","D300038:bin_000008@contig_00031502",10798
"716","D300038:bin_000008@contig_00032182",33743
"717","D300038:bin_000008@contig_00032188",6519
"718","D300038:bin_000008@contig_00032461",36046
"719","D300038:bin_000008@contig_00032485",27902
"720","D300038:bin_000008@contig_00032838",11391
"721","D300038:bin_000008@contig_00033416",13876
"722","D300038:bin_000008@contig_00033664",20635
"723","D300038:bin_000008@contig_00033801",13208
"724","D300038:bin_000012@contig_00001572",17250
"725","D300038:bin_000012@contig_00002075",2682
"726","D300038:bin_000012@contig_00002433",23277
"727","D300038:bin_000012@contig_00002615",47877
"728","D300038:bin_000012@contig_00003006",63646
"729","D300038:bin_000012@contig_00003467",104968
"730","D300038:bin_000012@contig_00004615",9045
"731","D300038:bin_000012@contig_00004962",89374
"732","D300038:bin_000012@contig_00004984",6821
"733","D300038:bin_000012@contig_00005447",71315
"734","D300038:bin_000012@contig_00005782",59346
"735","D300038:bin_000012@contig_00006230",9540
"736","D300038:bin_000012@contig_00006290",17007
"737","D300038:bin_000012@contig_00007650",43784
"738","D300038:bin_000012@contig_00007777",13527
"739","D300038:bin_000012@contig_00007811",33134
"740","D300038:bin_000012@contig_00007944",38592
"741","D300038:bin_000012@contig_00008104",24760
"742","D300038:bin_000012@contig_00008752",14030
"743","D300038:bin_000012@contig_00008869",18588
"744","D300038:bin_000012@contig_00009375",26633
"745","D300038:bin_000012@contig_00009493",15920
"746","D300038:bin_000012@contig_00009715",33209
"747","D300038:bin_000012@contig_00009770",33131
"748","D300038:bin_000012@contig_00009910",65325
"749","D300038:bin_000012@contig_00010689",11168
"750","D300038:bin_000012@contig_00010961",47081
"751","D300038:bin_000012@contig_00011110",26296
"752","D300038:bin_000012@contig_00011574",20095
"753","D300038:bin_000012@contig_00011694",32868
"754","D300038:bin_000012@contig_00011925",12438
"755","D300038:bin_000012@contig_00013188",3733
"756","D300038:bin_000012@contig_00013239",5985
"757","D300038:bin_000012@contig_00013477",78930
"758","D300038:bin_000012@contig_00013788",90140
"759","D300038:bin_000012@contig_00013982",12318
"760","D300038:bin_000012@contig_00014026",130716
"761","D300038:bin_000012@contig_00014782",106387
"762","D300038:bin_000012@contig_00014931",26805
"763","D300038:bin_000012@contig_00015200",21116
"764","D300038:bin_000012@contig_00015865",32615
"765","D300038:bin_000012@contig_00016144",46389
"766","D300038:bin_000012@contig_00016285",14872
"767","D300038:bin_000012@contig_00017222",6884
"768","D300038:bin_000012@contig_00018386",9727
"769","D300038:bin_000012@contig_00019541",23139
"770","D300038:bin_000012@contig_00019685",174567
"771","D300038:bin_000012@contig_00019835",33273
"772","D300038:bin_000012@contig_00020015",65617
"773","D300038:bin_000012@contig_00020320",15753
"774","D300038:bin_000012@contig_00022057",70943
"775","D300038:bin_000012@contig_00022286",50966
"776","D300038:bin_000012@contig_00022667",55142
"777","D300038:bin_000012@contig_00024025",20757
"778","D300038:bin_000012@contig_00024657",16832
"779","D300038:bin_000012@contig_00024784",13335
"780","D300038:bin_000012@contig_00025388",24610
"781","D300038:bin_000012@contig_00026078",85981
"782","D300038:bin_000012@contig_00026935",10993
"783","D300038:bin_000012@contig_00028162",3090
"784","D300038:bin_000012@contig_00028683",46766
"785","D300038:bin_000012@contig_00029396",25558
"786","D300038:bin_000012@contig_00030311",49270
"787","D300038:bin_000012@contig_00030923",65304
"788","D300038:bin_000012@contig_00031091",10655
"789","D300038:bin_000012@contig_00031263",2147
"790","D300038:bin_000012@contig_00031277",47763
"791","D300038:bin_000012@contig_00031622",3661
"792","D300038:bin_000012@contig_00031951",30071
"793","D300038:bin_000012@contig_00033523",3462
"794","D300038:bin_000012@contig_00033642",17295
"795","D300038:bin_000012@contig_00034309",57412
"796","D300038:bin_000014@contig_00000542",20468
"797","D300038:bin_000014@contig_00000743",20052
"798","D300038:bin_000014@contig_00000781",4647
"799","D300038:bin_000014@contig_00001120",38312
"800","D300038:bin_000014@contig_00002163",12566
"801","D300038:bin_000014@contig_00002573",64920
"802","D300038:bin_000014@contig_00002578",82850
"803","D300038:bin_000014@contig_00003257",47985
"804","D300038:bin_000014@contig_00004077",22500
"805","D300038:bin_000014@contig_00004941",23619
"806","D300038:bin_000014@contig_00005431",67144
"807","D300038:bin_000014@contig_00006173",28293
"808","D300038:bin_000014@contig_00006822",15623
"809","D300038:bin_000014@contig_00007555",57711
"810","D300038:bin_000014@contig_00008172",168338
"811","D300038:bin_000014@contig_00008924",18095
"812","D300038:bin_000014@contig_00008941",46353
"813","D300038:bin_000014@contig_00008981",51829
"814","D300038:bin_000014@contig_00009816",69223
"815","D300038:bin_000014@contig_00010000",206174
"816","D300038:bin_000014@contig_00010735",26588
"817","D300038:bin_000014@contig_00010814",302211
"818","D300038:bin_000014@contig_00011498",93727
"819","D300038:bin_000014@contig_00012205",23515
"820","D300038:bin_000014@contig_00012208",63257
"821","D300038:bin_000014@contig_00012621",43277
"822","D300038:bin_000014@contig_00013257",23554
"823","D300038:bin_000014@contig_00013744",5988
"824","D300038:bin_000014@contig_00014490",5986
"825","D300038:bin_000014@contig_00014746",25626
"826","D300038:bin_000014@contig_00014894",76009
"827","D300038:bin_000014@contig_00015141",3482
"828","D300038:bin_000014@contig_00016272",18674
"829","D300038:bin_000014@contig_00016709",13623
"830","D300038:bin_000014@contig_00017251",125871
"831","D300038:bin_000014@contig_00018486",49062
"832","D300038:bin_000014@contig_00018585",26359
"833","D300038:bin_000014@contig_00019178",64189
"834","D300038:bin_000014@contig_00019351",26859
"835","D300038:bin_000014@contig_00020162",7758
"836","D300038:bin_000014@contig_00020171",5908
"837","D300038:bin_000014@contig_00020448",25166
"838","D300038:bin_000014@contig_00020624",9224
"839","D300038:bin_000014@contig_00020687",7894
"840","D300038:bin_000014@contig_00020873",18670
"841","D300038:bin_000014@contig_00021124",3465
"842","D300038:bin_000014@contig_00022790",65883
"843","D300038:bin_000014@contig_00022868",104429
"844","D300038:bin_000014@contig_00025309",18283
"845","D300038:bin_000014@contig_00026453",21163
"846","D300038:bin_000014@contig_00027467",29322
"847","D300038:bin_000014@contig_00027727",8165
"848","D300038:bin_000014@contig_00027730",86851
"849","D300038:bin_000014@contig_00028307",185460
"850","D300038:bin_000014@contig_00030068",15026
"851","D300038:bin_000014@contig_00030086",3523
"852","D300038:bin_000014@contig_00030206",18325
"853","D300038:bin_000014@contig_00030578",4463
"854","D300038:bin_000014@contig_00030635",14090
"855","D300038:bin_000014@contig_00031179",32464
"856","D300038:bin_000014@contig_00034232",116478
"857","D300038:bin_000017@contig_00000071",11431
"858","D300038:bin_000017@contig_00000096",7205
"859","D300038:bin_000017@contig_00000167",35348
"860","D300038:bin_000017@contig_00000490",14199
"861","D300038:bin_000017@contig_00000558",2105
"862","D300038:bin_000017@contig_00000727",20070
"863","D300038:bin_000017@contig_00000765",27467
"864","D300038:bin_000017@contig_00000831",56878
"865","D300038:bin_000017@contig_00001474",11662
"866","D300038:bin_000017@contig_00001569",37248
"867","D300038:bin_000017@contig_00001656",5727
"868","D300038:bin_000017@contig_00001724",6230
"869","D300038:bin_000017@contig_00001841",9211
"870","D300038:bin_000017@contig_00002061",17177
"871","D300038:bin_000017@contig_00002173",18510
"872","D300038:bin_000017@contig_00002176",12140
"873","D300038:bin_000017@contig_00002430",12418
"874","D300038:bin_000017@contig_00002734",10559
"875","D300038:bin_000017@contig_00002743",4448
"876","D300038:bin_000017@contig_00002836",2105
"877","D300038:bin_000017@contig_00003071",3851
"878","D300038:bin_000017@contig_00003125",5802
"879","D300038:bin_000017@contig_00003258",19559
"880","D300038:bin_000017@contig_00003730",23249
"881","D300038:bin_000017@contig_00004749",1506
"882","D300038:bin_000017@contig_00004768",14101
"883","D300038:bin_000017@contig_00005112",2947
"884","D300038:bin_000017@contig_00006123",2790
"885","D300038:bin_000017@contig_00006510",5827
"886","D300038:bin_000017@contig_00006583",5318
"887","D300038:bin_000017@contig_00006959",6953
"888","D300038:bin_000017@contig_00006994",8387
"889","D300038:bin_000017@contig_00007111",24902
"890","D300038:bin_000017@contig_00007184",3291
"891","D300038:bin_000017@contig_00007187",15350
"892","D300038:bin_000017@contig_00007303",2603
"893","D300038:bin_000017@contig_00007621",3233
"894","D300038:bin_000017@contig_00007698",2423
"895","D300038:bin_000017@contig_00007729",9139
"896","D300038:bin_000017@contig_00007797",26684
"897","D300038:bin_000017@contig_00007855",24267
"898","D300038:bin_000017@contig_00008044",15070
"899","D300038:bin_000017@contig_00008076",2700
"900","D300038:bin_000017@contig_00008528",9193
"901","D300038:bin_000017@contig_00008720",7850
"902","D300038:bin_000017@contig_00008874",13670
"903","D300038:bin_000017@contig_00008895",1740
"904","D300038:bin_000017@contig_00009193",4398
"905","D300038:bin_000017@contig_00009437",9915
"906","D300038:bin_000017@contig_00009507",3199
"907","D300038:bin_000017@contig_00010275",37612
"908","D300038:bin_000017@contig_00010303",19605
"909","D300038:bin_000017@contig_00010355",60207
"910","D300038:bin_000017@contig_00010404",20568
"911","D300038:bin_000017@contig_00010588",59310
"912","D300038:bin_000017@contig_00010617",6696
"913","D300038:bin_000017@contig_00010808",3260
"914","D300038:bin_000017@contig_00010883",36297
"915","D300038:bin_000017@contig_00010937",13517
"916","D300038:bin_000017@contig_00010954",2128
"917","D300038:bin_000017@contig_00010955",52318
"918","D300038:bin_000017@contig_00011077",23544
"919","D300038:bin_000017@contig_00011710",7104
"920","D300038:bin_000017@contig_00011931",11423
"921","D300038:bin_000017@contig_00011944",1716
"922","D300038:bin_000017@contig_00011998",11759
"923","D300038:bin_000017@contig_00012086",9352
"924","D300038:bin_000017@contig_00012168",13212
"925","D300038:bin_000017@contig_00012320",1745
"926","D300038:bin_000017@contig_00012841",29763
"927","D300038:bin_000017@contig_00013620",6114
"928","D300038:bin_000017@contig_00013914",12947
"929","D300038:bin_000017@contig_00014550",1724
