"","old_MAG","taxonomy","ani","reference","domain","phylum","class","order","family","genus","species","lowest"
"81","D300038:bin_000055","d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Nanosyncoccaceae;g__UBA2834;s__UBA2834 sp004561445",97.18,"GCA_004561445.1","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Nanosyncoccaceae","UBA2834","UBA2834 sp004561445","s__UBA2834 sp004561445"
"82","D300038:bin_000056","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp945868435",98.58,"GCA_945868435.1","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Agathobacter","Agathobacter sp945868435","s__Agathobacter sp945868435"
"83","D300038:bin_000057","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp004552115",96.4,"GCA_004552115.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","Cryptobacteroides","Cryptobacteroides sp004552115","s__Cryptobacteroides sp004552115"
"84","D300038:bin_000058","d__Bacteria;p__Deferribacterota;c__Deferribacteres;o__Deferribacterales;f__Mucispirillaceae;g__Mucispirillum;s__Mucispirillum faecigallinarum",96.78,"GCA_019116905.1","Bacteria","Deferribacterota","Deferribacteres","Deferribacterales","Mucispirillaceae","Mucispirillum","Mucispirillum faecigallinarum","s__Mucispirillum faecigallinarum"
"85","D300038:bin_000059","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__W0P33-017;s__W0P33-017 sp022773965",98.63,"GCA_022773965.1","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","W0P33-017","W0P33-017 sp022773965","s__W0P33-017 sp022773965"
"86","D300038:bin_000060","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002251365",98.24,"GCF_002251365.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Prevotella","Prevotella sp002251365","s__Prevotella sp002251365"
"87","D300038:bin_000061","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp004562445",98.23,"GCA_021531775.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides sp004562445","s__Parabacteroides sp004562445"
"88","D300038:bin_000062","d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-245",NA,NA,"Bacteria","Bacillota","Clostridia","TANB77","CAG-508","CAG-245",NA,"g__CAG-245"
"89","D300038:bin_000063","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp004552195",98.57,"GCA_004552195.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Alloprevotella","Alloprevotella sp004552195","s__Alloprevotella sp004552195"
"90","D300038:bin_000064","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis",97.33,"GCF_001406815.1","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Agathobacter","Agathobacter faecis","s__Agathobacter faecis"
"91","D300038:bin_000065","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp004558535",97.82,"GCA_004558535.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Alloprevotella","Alloprevotella sp004558535","s__Alloprevotella sp004558535"
"92","D300038:bin_000066","d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__UMGS1585;s__UMGS1585 sp934693215",96.25,"GCA_934693215.1","Bacteria","Cyanobacteriota","Vampirovibrionia","Gastranaerophilales","Gastranaerophilaceae","UMGS1585","UMGS1585 sp934693215","s__UMGS1585 sp934693215"
"93","D300038:bin_000067","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__W0P33-017;s__W0P33-017 sp022771765",98.28,"GCA_022771765.1","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","W0P33-017","W0P33-017 sp022771765","s__W0P33-017 sp022771765"
"94","D300038:bin_000068","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella",NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Paraprevotella",NA,"g__Paraprevotella"
"95","D300038:bin_000069","d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A",NA,NA,"Bacteria","Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium",NA,"g__Phascolarctobacterium_A"
"96","D300040:bin_000001","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp003456415",96.49,"GCA_902785325.1","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Succinivibrionaceae","Succinivibrio","Succinivibrio sp003456415","s__Succinivibrio sp003456415"
"97","D300040:bin_000002","d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1381;f__UBA1381;g__CAG-41;s__CAG-41 sp945876665",98.53,"GCA_945876665.1","Bacteria","Bacillota","Clostridia","UBA1381","UBA1381","CAG-41","CAG-41 sp945876665","s__CAG-41 sp945876665"
"98","D300040:bin_000003","d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus sp000437815",98.63,"GCF_009696675.1","Bacteria","Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Acidaminococcus","Acidaminococcus sp000437815","s__Acidaminococcus sp000437815"
"99","D300040:bin_000004","d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__UBA2883",NA,NA,"Bacteria","Cyanobacteriota","Vampirovibrionia","Gastranaerophilales","Gastranaerophilaceae","UBA2883",NA,"g__UBA2883"
"100","D300040:bin_000005","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E",NA,NA,"Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Ruminiclostridium",NA,"g__Ruminiclostridium_E"
"101","D300040:bin_000006","d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera elsdenii",97.95,"GCF_003010495.1","Bacteria","Bacillota","Negativicutes","Veillonellales","Megasphaeraceae","Megasphaera","Megasphaera elsdenii","s__Megasphaera elsdenii"
"102","D300040:bin_000007","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__Limisoma sp004555955",97.97,"GCA_004555955.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Limisoma","Limisoma sp004555955","s__Limisoma sp004555955"
"103","D300040:bin_000008","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp004557565",98.1,"GCA_004557565.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Sodaliphilus","Sodaliphilus sp004557565","s__Sodaliphilus sp004557565"
"104","D300040:bin_000009","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A",96.07,"GCF_002224675.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Prevotella","Prevotella copri","s__Prevotella copri_A"
"105","D300040:bin_000010","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Copromonas;s__Copromonas sp022788065",99.02,"GCA_022788065.1","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Copromonas","Copromonas sp022788065","s__Copromonas sp022788065"
"106","D300040:bin_000011","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp945637645",98.68,"GCA_945637645.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Prevotella","Prevotella sp945637645","s__Prevotella sp945637645"
"107","D300040:bin_000012","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CALZFJ01;s__CALZFJ01 sp945645715",97.88,"GCA_945645715.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","CALZFJ01","CALZFJ01 sp945645715","s__CALZFJ01 sp945645715"
"108","D300040:bin_000013","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus amylovorus",97.15,"GCF_002706375.1","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus amylovorus","s__Lactobacillus amylovorus"
"109","D300040:bin_000014","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp004552195",98.45,"GCA_004552195.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Alloprevotella","Alloprevotella sp004552195","s__Alloprevotella sp004552195"
"110","D300040:bin_000015","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__Fimenecus sp004555265",97.66,"GCA_004555265.1","Bacteria","Bacillota","Clostridia","Oscillospirales","Acutalibacteraceae","Fimenecus","Fimenecus sp004555265","s__Fimenecus sp004555265"
"111","D300040:bin_000016","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__Duodenibacillus",NA,NA,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Duodenibacillus",NA,"g__Duodenibacillus"
"112","D300040:bin_000017","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__CAG-115 sp945873955",97.71,"GCA_945873955.1","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","CAG-115","CAG-115 sp945873955","s__CAG-115 sp945873955"
"113","D300040:bin_000018","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA4372;s__UBA4372 sp900766785",97.68,"GCA_900766785.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","UBA4372","UBA4372 sp900766785","s__UBA4372 sp900766785"
"114","D300040:bin_000019","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp022779845",99.18,"GCA_022779845.1","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Succinivibrionaceae","Succinivibrio","Succinivibrio sp022779845","s__Succinivibrio sp022779845"
"115","D300040:bin_000020","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp004552155",96.72,"GCA_004552155.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Alloprevotella","Alloprevotella sp004552155","s__Alloprevotella sp004552155"
"116","D300040:bin_000021","d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag111",NA,NA,"Bacteria","Cyanobacteriota","Vampirovibrionia","Gastranaerophilales","Gastranaerophilaceae","Zag111",NA,"g__Zag111"
"117","D300040:bin_000023","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger sp004561545",98.85,"GCA_004561545.1","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Gemmiger","Gemmiger sp004561545","s__Gemmiger sp004561545"
"118","D300040:bin_000024","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002251365",98.04,"GCF_002251365.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Prevotella","Prevotella sp002251365","s__Prevotella sp002251365"
"119","D300040:bin_000025","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1394;s__UBA1394 sp002305725",99.11,"GCA_002305725.1","Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","UBA1394","UBA1394 sp002305725","s__UBA1394 sp002305725"
"120","D300040:bin_000026","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__SFRY01;s__SFRY01 sp004562065",99.11,"GCA_016292745.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","SFRY01","SFRY01 sp004562065","s__SFRY01 sp004562065"
"121","D300040:bin_000027","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp004552115",97.82,"GCA_004552115.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","UBA932","Cryptobacteroides","Cryptobacteroides sp004552115","s__Cryptobacteroides sp004552115"
"122","D300040:bin_000028","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000434975",96.81,"GCF_019052365.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Prevotella","Prevotella sp000434975","s__Prevotella sp000434975"
"123","D300040:bin_000029","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__NC2004",NA,NA,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","NC2004",NA,"g__NC2004"
"124","D300040:bin_000030","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis",98.72,"GCF_000012845.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides distasonis","s__Parabacteroides distasonis"
"125","D300040:bin_000031","d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-245",NA,NA,"Bacteria","Bacillota","Clostridia","TANB77","CAG-508","CAG-245",NA,"g__CAG-245"
"126","D300040:bin_000032","d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia",NA,NA,"Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Bulleidia",NA,"g__Bulleidia"
"127","D300040:bin_000033","d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__Enteromonas",NA,NA,"Bacteria","Bacillota","Bacilli","RFN20","CAG-826","Enteromonas",NA,"g__Enteromonas"
"128","D300040:bin_000034","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp003487665",97.42,"GCA_003487665.1","Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Vescimonas","Vescimonas sp003487665","s__Vescimonas sp003487665"
"129","D300040:bin_000035","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bacteroides_F",NA,NA,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Bacteroides",NA,"g__Bacteroides_F"
"130","D300040:bin_000036","d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_A;s__Helicobacter_A trogontum",96.97,"GCF_000765905.2","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter_A trogontum","s__Helicobacter_A trogontum"
"131","D300040:bin_000037","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp022772725",97.19,"GCA_022772725.1","Bacteria","Bacillota","Clostridia","Oscillospirales","Acutalibacteraceae","Eubacterium","Eubacterium_R sp022772725","s__Eubacterium_R sp022772725"
"132","D300040:bin_000038","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Heritagella;s__Heritagella sp022767925",98.8,"GCA_022767925.1","Bacteria","Bacillota","Clostridia","Oscillospirales","Acutalibacteraceae","Heritagella","Heritagella sp022767925","s__Heritagella sp022767925"
"133","D300040:bin_000039","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp004554665",99,"GCA_004554665.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Prevotella","Prevotella sp004554665","s__Prevotella sp004554665"
"134","D300040:bin_000040","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella pectinovora",97.86,"GCF_000834015.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Prevotella","Prevotella pectinovora","s__Prevotella pectinovora"
"135","D300040:bin_000041","d__Bacteria;p__Deferribacterota;c__Deferribacteres;o__Deferribacterales;f__Mucispirillaceae;g__Mucispirillum;s__Mucispirillum faecigallinarum",98.43,"GCA_019116905.1","Bacteria","Deferribacterota","Deferribacteres","Deferribacterales","Mucispirillaceae","Mucispirillum","Mucispirillum faecigallinarum","s__Mucispirillum faecigallinarum"
"136","D300040:bin_000042","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter",NA,NA,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Butyribacter",NA,"g__Butyribacter"
"137","D300040:bin_000043","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__VSOB01;s__VSOB01 sp022779165",98.22,"GCA_022779165.1","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","VSOB01","VSOB01 sp022779165","s__VSOB01 sp022779165"
"138","D300040:bin_000044","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia",NA,NA,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia",NA,"g__Roseburia"
"139","D300040:bin_000045","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor intestinalis",98.97,"GCF_009695995.1","Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Acetatifactor","Acetatifactor intestinalis","s__Acetatifactor intestinalis"
"140","D300040:bin_000046","d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__Faecenecus;s__Faecenecus gallistercoris",97.75,"GCA_003149915.1","Bacteria","Bacillota","Bacilli","RF39","UBA660","Faecenecus","Faecenecus gallistercoris","s__Faecenecus gallistercoris"
"141","D300040:bin_000047","d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Anaerovibrio;s__Anaerovibrio sp900548165",98.12,"GCF_021531495.1","Bacteria","Bacillota","Negativicutes","Selenomonadales","Selenomonadaceae","Anaerovibrio","Anaerovibrio sp900548165","s__Anaerovibrio sp900548165"
"142","D300040:bin_000048","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__W0P31-042;s__W0P31-042 sp004557195",98.11,"GCA_004557195.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","W0P31-042","W0P31-042 sp004557195","s__W0P31-042 sp004557195"
"143","D300040:bin_000049","d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__UMGS1498;s__UMGS1498 sp900552335",98.13,"GCA_900552335.1","Bacteria","Bacillota","Bacilli","RF39","UBA660","UMGS1498","UMGS1498 sp900552335","s__UMGS1498 sp900552335"
"144","D300040:bin_000050","d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella porci",98.3,"GCF_009696075.1","Bacteria","Bacillota","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Holdemanella","Holdemanella porci","s__Holdemanella porci"
"145","D300040:bin_000051","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA7050",NA,NA,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","UBA7050",NA,"g__UBA7050"
"146","D300040:bin_000052","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__W0P33-017",NA,NA,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","W0P33-017",NA,"g__W0P33-017"
"147","D300040:bin_000053","d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A",NA,NA,"Bacteria","Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium",NA,"g__Phascolarctobacterium_A"
"148","D300040:bin_000054","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1417;s__UBA1417 sp003531055",97.88,"GCA_021029595.1","Bacteria","Bacillota","Clostridia","Oscillospirales","Acutalibacteraceae","UBA1417","UBA1417 sp003531055","s__UBA1417 sp003531055"
